Id,Sales
923,4336.586
924,6027.4688
925,6927.4785
926,4748.0825
927,6584.3
928,5563.4297
929,7480.4033
930,5443.1895
931,5320.0703
932,7013.852
933,7371.014
934,5930.565
935,5782.768
936,7128.6875
937,10127.417
938,6117.5903
939,4353.0728
940,5982.936
941,5663.299
942,5341.3813
943,6692.1924
944,3649.247
945,7992.192
946,6189.6846
947,6690.6924
948,6691.962
949,4306.594
950,5586.7173
951,5031.7466
952,7634.1997
953,8289.24
954,5353.1714
955,3980.9702
956,7049.682
957,5510.8877
958,5289.216
959,7932.121
960,6861.125
961,7005.369
962,5485.075
963,4261.62
964,6194.0957
965,6737.8267
966,7270.7656
967,7897.499
968,7241.1416
969,5341.86
970,8299.493
971,5782.3765
972,7237.9795
973,8576.914
974,6672.2837
975,9215.289
976,7534.5156
977,6942.4917
978,5118.2183
979,6488.002
980,7113.238
981,6527.3003
982,3994.9128
983,4598.5107
984,7802.126
985,5540.7573
986,3690.5388
987,8108.0083
988,6717.8457
989,5515.5566
990,5771.666
991,4651.971
992,6239.897
993,6865.3335
994,6440.454
995,5339.787
996,5302.5396
997,5962.1406
998,3846.1555
999,6162.532
1000,5514.421
1001,8135.0156
1002,7493.049
1003,6509.806
1004,10205.318
1005,5476.1895
1006,4864.571
1007,9686.586
1008,6653.71
1009,7684.9385
1010,6854.304
1011,4796.53
1012,5761.4155
1013,5702.683
1014,7646.2656
1015,10606.187
1016,5710.4277
1017,3082.8428
1018,4704.851
1019,8286.688
1020,8192.903
1021,5640.8916
1022,6491.115
1023,5016.543
1024,5008.9707
1025,3012.256
1026,4832.4526
1027,5912.533
1028,7189.808
1029,6664.5312
1030,6319.9336
1031,7691.2734
1032,8064.9136
1033,7217.817
1034,4546.177
1035,8608.02
1036,10374.356
1037,5333.5376
1038,7479.483
1039,5160.2456
1040,5975.905
1041,3712.5908
1042,6869.6045
1043,5398.7393
1044,8231.16
1045,6994.974
1046,7426.205
1047,7110.8096
1048,5078.8193
1049,8261.492
1050,17420.963
1051,9611.4795
1052,5201.5513
1053,3057.0293
1054,5862.8916
1055,7475.633
1056,5542.681
1057,11632.874
1058,16683.82
1059,4028.4077
1060,5663.471
1061,7706.715
1062,5278.634
1063,7502.9526
1064,6203.6133
1065,7665.812
1066,4225.5137
1067,6265.4487
1068,5516.182
1069,6775.3984
1070,9382.832
1071,5812.902
1072,5404.7563
1073,7217.4526
1074,5564.8413
1075,4713.1587
1076,7484.279
1077,5074.0215
1078,5637.0356
1079,6697.1533
1080,5509.5576
1081,5684.174
1082,6739.8184
1083,7109.094
1084,7307.078
1085,6844.278
1086,6812.194
1087,5608.337
1088,3507.0515
1089,5780.5845
1090,5941.8027
1091,5844.197
1092,4619.685
1093,8188.3647
1094,6836.4624
1095,8493.458
1096,6406.791
1097,5324.2266
1098,4846.7144
1099,4184.298
1100,9454.9795
1101,4956.9497
1102,7029.977
1103,13085.494
1104,6985.8413
1105,5987.497
1106,4713.384
1107,4307.248
1108,7008.723
1109,3816.3809
1110,5373.493
1111,9716.7295
1112,5084.611
1113,15128.652
1114,12624.428
1115,4466.4165
1116,6385.8315
1117,5380.0103
1118,6592.543
1119,5321.694
1120,10102.895
1121,7379.6655
1122,9279.642
1123,4404.0835
1124,7194.9316
1125,4737.503
1126,8561.7705
1127,6068.4834
1128,5640.176
1129,6054.6157
1130,6095.606
1131,8120.4126
1132,8511.491
1133,5852.127
1134,9041.281
1135,6087.2227
1136,9132.55
1137,5279.676
1138,5146.7397
1139,5569.327
1140,9523.749
1141,5466.3955
1142,7300.4062
1143,6475.7505
1144,8397.452
1145,4249.972
1146,7470.4443
1147,5804.3765
1148,4053.8125
1149,12742.641
1150,14271.68
1151,6402.2773
1152,6307.4814
1153,8186.201
1154,9846.637
1155,10677.613
1156,5028.887
1157,7345.002
1158,5383.218
1159,7654.657
1160,3753.9402
1161,5767.963
1162,5463.206
1163,5916.521
1164,6170.8594
1165,5264.5874
1166,4862.488
1167,6635.0996
1168,3619.3882
1169,4760.06
1170,5855.097
1171,6668.3647
1172,8155.508
1173,7672.958
1174,6777.2734
1175,5878.7534
1176,5938.692
1177,10676.789
1178,6559.424
1179,5043.8345
1180,4515.236
1181,7489.1694
1182,4260.9014
1183,6834.507
1184,3148.6062
1185,5103.265
1186,7628.487
1187,5661.02
1188,4622.8096
1189,7521.07
1190,8418.131
1191,11234.601
1192,5739.9004
1193,8353.792
1194,3017.3508
1195,5538.913
1196,6393.15
1197,4258.675
1198,7108.4844
1199,4541.661
1200,5110.1416
1201,7945.932
1202,9682.78
1203,7352.445
1204,5318.979
1205,4650.7344
1206,8777.773
1207,7551.14
1208,5604.5303
1209,4868.9194
1210,6658.8203
1211,9099.176
1212,4642.412
1213,6679.796
1214,7383.073
1215,7100.5767
1216,10604.7295
1217,4953.708
1218,10518.48
1219,6391.4253
1220,4887.426
1221,3323.5806
1222,5807.549
1223,5500.722
1224,5895.1357
1225,6897.392
1226,4721.1714
1227,4025.4429
1228,7046.6104
1229,3498.9302
1230,7535.702
1231,6864.8687
1232,7412.705
1233,8425.722
1234,5673.7373
1235,8074.4033
1236,6540.7285
1237,5164.0605
1238,5460.5654
1239,4976.7637
1240,8968.235
1241,6144.012
1242,5409.83
1243,6988.3135
1244,7940.7197
1245,6723.775
1246,5655.694
1247,7505.4717
1248,5324.1865
1249,5947.5566
1250,6227.9
1251,7788.974
1252,5607.7437
1253,5395.3423
1254,5436.4243
1255,4778.577
1256,3774.9849
1257,4905.703
1258,7565.8887
1259,7957.6787
1260,9824.436
1261,10215.241
1262,7411.234
1263,5613.694
1264,5066.908
1265,10025.697
1266,9896.089
1267,6665.205
1268,7437.5103
1269,6705.442
1270,6006.2324
1271,4299.069
1272,10374.554
1273,6341.432
1274,6461.599
1275,6050.7715
1276,3148.9631
1277,10081.835
1278,5427.773
1279,5707.156
1280,5013.3394
1281,5666.297
1282,6175.8105
1283,7606.0757
1284,6255.478
1285,5417.4404
1286,4504.028
1287,4266.2886
1288,3095.1333
1289,6480.044
1290,16861.031
1291,3839.3394
1292,5400.768
1293,6399.6772
1294,5707.58
1295,4979.8784
1296,4623.1357
1297,4102.251
1298,7053.414
1299,6438.8257
1300,4006.5425
1301,8183.54
1302,6085.482
1303,4233.5845
1304,8314.814
1305,7364.5083
1306,8883.131
1307,5618.5137
1308,6377.798
1309,4559.7847
1310,4508.51
1311,13056.236
1312,8485.482
1313,6179.0273
1314,5692.5986
1315,4507.0654
1316,5605.0537
1317,4113.946
1318,8395.979
1319,5128.425
1320,5684.3687
1321,6723.095
1322,4643.4307
1323,6021.155
1324,7741.121
1325,5958.247
1326,6949.0566
1327,4037.2688
1328,5731.0996
1329,5474.973
1330,8532.557
1331,8024.276
1332,6153.899
1333,4404.5244
1334,7482.794
1335,5590.715
1336,4447.879
1337,6222.0283
1338,6613.677
1339,6283.7534
1340,6017.5786
1341,6027.187
1342,5600.32
1343,5588.4336
1344,7178.613
1345,6280.4165
1346,6452.1895
1347,8031.0664
1348,5583.58
1349,4334.783
1350,10428.04
1351,5366.471
1352,3644.34
1353,7068.2764
1354,7692.058
1355,9748.883
1356,5116.4614
1357,5457.936
1358,5870.663
1359,7066.9414
1360,5463.5713
1361,8290.948
1362,3197.3416
1363,5363.095
1364,5664.676
1365,5451.662
1366,5370.496
1367,6204.6665
1368,8297.601
1369,6155.0903
1370,7391.0547
1371,6967.398
1372,8110.374
1373,4428.663
1374,6699.765
1375,7027.906
1376,7504.9556
1377,7637.586
1378,3830.9526
1379,8259.949
1380,6021.069
1381,7018.9575
1382,4511.4653
1383,3901.2769
1384,7350.9517
1385,5730.7446
1386,8243.14
1387,6031.8335
1388,5714.192
1389,7409.1636
1390,6410.4155
1391,6616.749
1392,7840.0234
1393,5473.48
1394,8147.9355
1395,10250.48
1396,6965.7305
1397,4504.732
1398,5757.4277
1399,3809.5813
1400,0.0
1401,7205.362
1402,5160.049
1403,6937.601
1404,4251.723
1405,6616.068
1406,5707.9883
1407,8392.8
1408,4825.835
1409,5275.177
1410,5350.8696
1411,6421.625
1412,4296.634
1413,6751.0054
1414,7206.1455
1415,8829.558
1416,7253.333
1417,6474.942
1418,5450.6016
1419,4527.3174
1420,4711.5776
1421,9936.338
1422,8170.353
1423,6989.2466
1424,14281.02
1425,5382.027
1426,5172.9873
1427,5114.71
1428,8085.746
1429,9420.085
1430,6796.431
1431,7773.502
1432,7484.7065
1433,7323.787
1434,6180.672
1435,5676.725
1436,4496.2427
1437,4756.3213
1438,3901.095
1439,4765.775
1440,8373.263
1441,13889.413
1442,6848.2407
1443,4998.015
1444,6558.1484
1445,4247.0303
1446,6053.9985
1447,4228.492
1448,8548.357
1449,6109.76
1450,5715.4946
1451,11999.027
1452,11278.712
1453,4822.633
1454,6371.621
1455,4034.1594
1456,5337.5977
1457,5324.369
1458,7676.566
1459,4919.67
1460,4360.115
1461,5831.2246
1462,5307.3657
1463,5953.3223
1464,7009.5127
1465,3799.8967
1466,6371.773
1467,7640.5586
1468,7189.568
1469,5154.024
1470,4710.71
1471,7457.987
1472,5119.756
1473,8397.38
1474,4395.54
1475,5031.847
1476,6383.493
1477,5532.8423
1478,4285.7607
1479,5182.0034
1480,6555.7095
1481,8639.238
1482,9567.172
1483,5491.005
1484,3812.3545
1485,5586.0034
1486,6078.533
1487,4526.557
1488,6364.5396
1489,6042.0073
1490,10227.669
1491,6769.0635
1492,5987.8735
1493,7477.123
1494,5154.8403
1495,7975.487
1496,5286.155
1497,11725.509
1498,5722.738
1499,5197.634
1500,5105.334
1501,4313.241
1502,7005.797
1503,15085.2295
1504,4229.3394
1505,4352.3965
1506,8679.266
1507,5597.378
1508,7121.8247
1509,7595.218
1510,5672.298
1511,4798.5566
1512,4364.3086
1513,9035.402
1514,5994.4497
1515,7133.5303
1516,7466.8115
1517,4971.873
1518,6732.065
1519,5890.2124
1520,4045.5554
1521,7600.138
1522,8155.126
1523,4913.827
1524,7492.5195
1525,6431.6704
1526,4488.4023
1527,8920.195
1528,5895.878
1529,7449.0664
1530,4552.9106
1531,4992.865
1532,5902.2627
1533,0.0
1534,7683.8027
1535,3817.5208
1536,5526.872
1537,4309.302
1538,6217.9595
1539,6835.2437
1540,6769.2114
1541,6445.725
1542,7979.299
1543,5856.4033
1544,5600.112
1545,6433.2285
1546,8555.29
1547,9327.251
1548,6287.95
1549,3148.579
1550,6317.432
1551,6705.0903
1552,4230.57
1553,9550.435
1554,5122.5938
1555,5606.8823
1556,9382.502
1557,5737.629
1558,3948.627
1559,10199.228
1560,9351.04
1561,5296.6055
1562,8673.564
1563,8919.975
1564,5467.7354
1565,5012.44
1566,5813.3403
1567,5548.292
1568,5968.74
1569,6706.67
1570,4451.7153
1571,6591.217
1572,7257.4844
1573,6179.7817
1574,7372.5264
1575,5605.893
1576,6154.709
1577,3928.1682
1578,7531.0605
1579,6311.892
1580,5639.288
1581,5824.6216
1582,7135.9995
1583,8653.05
1584,5414.1245
1585,5653.774
1586,5577.295
1587,6480.81
1588,5929.468
1589,4271.1943
1590,4312.8955
1591,7475.711
1592,7446.5664
1593,5852.3667
1594,7488.49
1595,6005.894
1596,6076.0527
1597,4916.2456
1598,3134.6743
1599,6449.864
1600,5734.927
1601,6524.2754
1602,8339.043
1603,7697.107
1604,4627.944
1605,7107.576
1606,4258.1265
1607,3438.022
1608,6686.807
1609,11468.153
1610,6808.0894
1611,6748.0117
1612,4836.879
1613,6261.423
1614,7257.416
1615,6194.1665
1616,8017.888
1617,5032.831
1618,4693.088
1619,5530.4995
1620,5278.0854
1621,5087.4434
1622,5169.594
1623,4613.952
1624,4298.0684
1625,7352.7397
1626,6482.448
1627,5293.036
1628,5376.881
1629,6832.786
1630,5759.383
1631,5086.924
1632,8486.673
1633,6844.715
1634,5264.366
1635,3499.0269
1636,9825.11
1637,5702.499
1638,5371.5767
1639,8546.85
1640,6876.801
1641,6575.6904
1642,5636.471
1643,7141.6704
1644,9080.911
1645,12443.007
1646,4802.9424
1647,4808.2954
1648,4798.0894
1649,5218.0464
1650,5140.392
1651,6975.4624
1652,7616.514
1653,6058.1504
1654,3783.7544
1655,5862.903
1656,7452.4697
1657,5039.1753
1658,7201.3984
1659,4054.033
1660,6258.5806
1661,8014.823
1662,6283.7295
1663,8056.2427
1664,6178.0615
1665,4227.194
1666,5800.9565
1667,6944.3657
1668,8196.678
1669,6320.469
1670,7505.0845
1671,5994.4097
1672,4605.867
1673,8467.73
1674,4356.0093
1675,9142.685
1676,5657.5815
1677,4270.7383
1678,7003.0713
1679,5960.3213
1680,6792.433
1681,7498.775
1682,3888.243
1683,4593.3745
1684,7671.531
1685,8103.625
1686,9937.124
1687,5296.2217
1688,5333.105
1689,6252.6567
1690,5987.2397
1691,5139.7305
1692,8922.943
1693,8195.793
1694,10599.351
1695,4290.566
1696,5271.832
1697,0.0
1698,7112.9463
1699,4850.053
1700,9605.431
1701,6608.898
1702,5472.1646
1703,4836.2983
1704,5014.3525
1705,5184.065
1706,6476.6147
1707,5066.7246
1708,4528.6562
1709,9174.452
1710,6259.172
1711,19318.697
1712,6174.45
1713,4263.8687
1714,7693.482
1715,9537.546
1716,7414.0625
1717,7777.4243
1718,6180.0527
1719,7332.859
1720,8478.809
1721,5123.8687
1722,6401.508
1723,6893.348
1724,8918.452
1725,7539.4907
1726,8570.242
1727,5763.3223
1728,4726.3115
1729,5594.101
1730,10247.714
1731,11265.65
1732,10553.7295
1733,9138.389
1734,4807.2227
1735,5542.459
1736,4646.221
1737,8085.222
1738,12224.526
1739,8634.502
1740,6602.793
1741,6267.014
1742,4547.066
1743,5688.208
1744,10831.611
1745,6951.8867
1746,5098.945
1747,5665.114
1748,7567.1514
1749,3820.886
1750,7718.8735
1751,4563.9004
1752,6064.89
1753,6095.728
1754,5498.5137
1755,7883.111
1756,7360.3857
1757,5411.7036
1758,7433.092
1759,6843.442
1760,10432.694
1761,5965.548
1762,8962.354
1763,6532.73
1764,8756.019
1765,6981.359
1766,9612.634
1767,5485.666
1768,5215.589
1769,6581.9263
1770,5804.4707
1771,8507.263
1772,7703.3643
1773,6585.141
1774,7432.3203
1775,6581.594
1776,9853.325
